source_topic_id, target_topic_id, prereq_relation,annotator_id
"5","75","-1","58"
"5","76","-1","58"
"5","77","-1","56"
"5","78","-1","58"
"5","79","-1","28"
"5","80","-1","3"
"5","81","-1","61"
"5","82","-1","57"
"5","83","-1","57"
"5","84","-1","56"
"5","85","-1","21"
"5","86","-1","61"
"5","87","-1","21"
"5","88","-1","3"
"5","89","-1","3"
"5","90","-1","15"
"5","91","-1","3"
"5","92","-1","57"
"5","93","-1","20"
"5","94","-1","15"
"5","95","-1","15"
"5","96","-1","15"
"5","97","-1","56"
"5","98","-1","3"
"5","99","-1","15"
"5","100","-1","28"
"5","101","-1","21"
"5","102","-1","15"
"5","103","-1","15"
"5","104","-1","21"
"5","105","-1","28"
"5","106","-1","56"
"5","107","-1","3"
"5","108","-1","15"
"5","109","-1","28"
"5","110","-1","56"
"5","111","-1","15"
"5","112","-1","15"
"5","113","-1","57"
"5","114","-1","15"
"5","115","-1","57"
"5","116","-1","21"
"5","117","-1","3"
"5","118","-1","15"
"5","119","-1","15"
"5","120","-1","56"
"5","121","-1","3"
"5","122","-1","15"
"5","123","-1","56"
"5","124","-1","28"
"5","125","-1","56"
"5","126","-1","57"
"5","127","-1","58"
"5","128","-1","15"
"5","129","-1","3"
"5","130","-1","56"
"5","131","-1","20"
"5","132","-1","28"
"5","133","-1","15"
"5","134","-1","56"
"5","135","-1","57"
"5","136","-1","15"
"5","137","-1","56"
"5","138","-1","61"
"5","139","-1","56"
"5","140","-1","57"
"5","141","-1","56"
"5","142","-1","15"
"5","143","-1","57"
"5","144","-1","15"
"5","145","-1","61"
"5","146","-1","15"
"5","147","-1","15"
"5","148","-1","15"
"5","149","-1","15"
"5","150","-1","3"
"5","151","-1","20"
"5","152","-1","56"
"5","153","-1","3"
"5","154","-1","56"
"5","155","-1","15"
"5","156","-1","61"
"5","157","-1","21"
"5","158","-1","57"
"5","159","-1","58"
"5","160","-1","20"
"5","161","-1","56"
"5","162","-1","56"
"5","163","-1","58"
"5","164","-1","56"
"5","165","-1","57"
"5","166","-1","58"
"5","167","-1","56"
"5","168","-1","15"
"5","169","-1","15"
"5","170","-1","15"
"5","171","-1","56"
"5","172","-1","15"
"5","173","-1","56"
"5","174","-1","15"
"5","175","-1","3"
"5","176","-1","56"
"5","177","-1","61"
"5","178","-1","56"
"5","179","-1","58"
"5","180","-1","58"
"5","181","-1","15"
"5","182","-1","15"
"5","183","-1","15"
"5","184","-1","3"
"5","185","-1","56"
"5","186","-1","56"
"5","187","-1","20"
"5","188","-1","58"
"5","189","-1","15"
"5","190","-1","15"
"5","191","-1","56"
"5","192","-1","57"
"5","193","-1","58"
"5","194","-1","56"
"5","195","-1","15"
"5","196","-1","28"
"5","197","-1","15"
"5","198","-1","3"
"5","199","-1","56"
"5","200","-1","58"
"5","201","-1","15"
"5","202","-1","21"
"5","203","-1","21"
"5","204","-1","21"
"5","205","-1","21"
"5","207","-1","61"
"5","209","-1","21"
"6","2","-1","21"
"6","3","-1","56"
"6","4","-1","3"
"6","5","-1","3"
"6","7","0","15"
"6","8","0","15"
"6","9","-1","15"
"6","10","-1","3"
"6","11","0","15"
"6","12","-1","21"
"6","13","-1","3"
"6","14","-1","56"
"6","15","-1","15"
"6","16","-1","56"
"6","17","-1","15"
"6","18","-1","57"
"6","19","-1","15"
"6","20","-1","61"
"6","21","-1","3"
"6","22","-1","58"
"6","23","-1","56"
"6","24","-1","15"
"6","25","-1","21"
"6","26","-1","20"
"6","27","-1","61"
"6","28","-1","15"
"6","29","-1","15"
"6","30","-1","56"
"6","31","-1","15"
"6","32","-1","21"
"6","33","-1","21"
"6","34","-1","15"
"6","35","-1","3"
"6","36","-1","56"
"6","37","-1","20"
"6","38","-1","21"
"6","39","-1","61"
"6","40","-1","56"
"6","41","-1","15"
"6","42","-1","58"
"6","43","-1","56"
"6","44","-1","56"
"6","45","-1","56"
"6","46","-1","56"
"6","47","-1","56"
"6","48","-1","15"
"6","49","-1","56"
"6","50","-1","15"
"6","51","-1","58"
"6","52","-1","56"
"6","53","-1","15"
"6","54","-1","57"
"6","55","-1","15"
"6","56","-1","56"
"6","57","-1","20"
"6","58","-1","15"
"6","59","-1","56"
"6","60","-1","15"
"6","61","-1","15"
"6","62","-1","3"
"6","63","-1","15"
"6","64","-1","15"
"6","65","-1","56"
"6","66","-1","20"
"6","67","-1","56"
"6","68","-1","28"
"6","69","-1","56"
"6","70","0","15"
"6","71","-1","3"
"6","72","-1","15"
"6","73","-1","56"
"6","74","-1","20"
"6","75","-1","58"
"6","76","-1","58"
"6","77","-1","56"
"6","78","-1","58"
"6","79","-1","28"
"6","80","-1","3"
"6","81","-1","61"
"6","82","-1","57"
"6","83","-1","57"
"6","84","-1","56"
"6","85","-1","21"
"6","86","-1","61"
"6","87","-1","21"
"6","88","-1","3"
"6","89","-1","3"
"6","90","-1","15"
"6","91","-1","3"
"6","92","-1","57"
"6","93","-1","20"
"6","94","-1","15"
"6","95","-1","15"
"6","96","-1","15"
"6","97","-1","56"
"6","98","-1","3"
"6","99","-1","15"
"6","100","-1","28"
"6","101","-1","21"
"6","102","-1","15"
"6","103","-1","15"
"6","104","-1","21"
"6","105","-1","28"
"6","106","-1","56"
"6","107","-1","3"
"6","108","-1","15"
"6","109","-1","28"
"6","110","-1","56"
"6","111","-1","15"
"6","112","-1","15"
"6","113","-1","57"
"6","114","-1","15"
"6","115","-1","57"
"6","116","-1","21"
"6","117","-1","3"
"6","118","-1","15"
"6","119","-1","15"
"6","120","-1","56"
"6","121","-1","3"
"6","122","-1","15"
"6","123","-1","56"
"6","124","-1","28"
"6","125","-1","56"
"6","126","-1","57"
"6","127","-1","58"
"6","128","-1","15"
"6","129","-1","3"
"6","130","-1","56"
"6","131","-1","20"
"6","132","-1","28"
"6","133","-1","15"
"6","134","-1","56"
"6","135","-1","57"
"6","136","-1","15"
"6","137","-1","56"
"6","138","-1","61"
"6","139","-1","56"
"6","140","-1","57"
"6","141","-1","56"
"6","142","-1","15"
"6","143","-1","57"
"6","144","-1","15"
"6","145","-1","61"
"6","146","-1","15"
"6","147","-1","15"
"6","148","-1","15"
"6","149","-1","15"
"6","150","-1","3"
"6","151","1","20"
"6","152","-1","56"
"6","153","-1","3"
"6","154","-1","56"
"6","155","-1","15"
"6","156","-1","61"
"6","157","-1","21"
"6","158","-1","57"
"6","159","-1","58"
"6","160","-1","20"
"6","161","-1","56"
"6","162","-1","56"
"6","163","-1","58"
"6","164","-1","56"
"6","165","-1","57"
"6","166","-1","58"
"6","167","-1","56"
"6","168","-1","15"
"6","169","-1","15"
"6","170","-1","15"
"6","171","-1","56"
"6","172","-1","15"
"6","173","-1","56"
"6","174","-1","15"
"6","175","-1","3"
"6","176","-1","56"
"6","177","-1","61"
"6","178","-1","56"
"6","179","-1","58"
"6","180","-1","58"
"6","181","-1","15"
"6","182","-1","15"
"6","183","-1","15"
"6","184","-1","3"
"6","185","-1","56"
"6","186","-1","56"
"6","187","-1","20"
"6","188","-1","58"
"6","189","-1","15"
"6","190","-1","15"
"6","191","-1","56"
"6","192","-1","57"
"6","193","-1","58"
"6","194","-1","56"
"6","195","-1","15"
"6","196","-1","28"
"6","197","-1","15"
"6","198","-1","3"
"6","199","-1","56"
"6","200","-1","58"
"6","201","-1","15"
"6","202","-1","21"
"6","203","-1","21"
"6","204","-1","21"
"6","205","-1","21"
"6","207","-1","61"
"6","209","-1","21"
"7","2","-1","21"
"7","3","-1","56"
"7","4","-1","56"
"7","5","-1","3"
"7","6","-1","3"
"7","8","1","15"
"7","9","1","56"
"7","10","-1","3"
"7","11","-1","15"
"7","12","-1","21"
"7","13","-1","3"
"7","14","-1","56"
"7","15","-1","15"
"7","16","-1","56"
"7","17","-1","15"
"7","18","-1","57"
"7","19","-1","15"
"7","20","-1","61"
"7","21","-1","3"
"7","22","-1","58"
"7","23","-1","56"
"7","24","-1","15"
"7","25","-1","21"
"7","26","-1","20"
"7","27","-1","61"
"7","28","-1","15"
"7","29","-1","15"
"7","30","-1","56"
"7","31","-1","15"
"7","32","-1","21"
"7","33","-1","21"
"7","34","-1","15"
"7","35","-1","3"
"7","36","-1","56"
"7","37","-1","20"
"7","38","-1","21"
"7","39","-1","61"
"7","40","-1","56"
"7","41","-1","15"
"7","42","-1","58"
"7","43","1","56"
"7","44","-1","56"
"7","45","-1","56"
"7","46","-1","56"
"7","47","-1","56"
"7","48","-1","15"
"7","49","-1","56"
"7","50","-1","15"
"7","51","-1","58"
"7","52","-1","56"
"7","53","-1","15"
"7","54","-1","57"
"7","55","-1","15"
"7","56","-1","56"
"7","57","0","20"
"7","58","-1","15"
"7","59","-1","56"
"7","60","-1","15"
"7","61","-1","15"
"7","62","-1","3"
"7","63","-1","15"
"7","64","-1","15"
"7","65","-1","56"
"7","66","-1","20"
"7","67","-1","56"
"7","68","-1","28"
"7","69","-1","56"
"7","70","0","15"
"7","71","-1","3"
"7","72","-1","15"
"7","73","-1","56"
"7","74","-1","20"
"7","75","-1","58"
"7","76","-1","58"
"7","77","-1","56"
"7","78","-1","58"
"7","79","-1","28"
"7","80","-1","3"
"7","81","-1","61"
"7","82","-1","57"
"7","83","-1","57"
"7","84","-1","56"
"7","85","-1","21"
"7","86","1","61"
"7","87","-1","21"
"7","88","-1","3"
"7","89","-1","3"
"7","90","-1","15"
"7","91","-1","3"
"7","92","-1","57"
"7","93","-1","20"
"7","94","-1","15"
"7","95","-1","15"
"7","96","-1","15"
"7","97","-1","56"
"7","98","-1","3"
"7","99","-1","15"
"7","100","-1","28"
"7","101","-1","21"
"7","102","-1","15"
"7","103","-1","15"
"7","104","-1","21"
"7","105","-1","28"
"7","106","-1","56"
"7","107","-1","3"
"7","108","-1","15"
"7","109","-1","28"
"7","110","-1","56"
"7","111","-1","15"
"7","112","-1","15"
"7","113","-1","57"
"7","114","-1","15"
"7","115","-1","57"
"7","116","-1","21"
"7","117","-1","3"
"7","118","-1","15"
"7","119","-1","15"
"7","120","-1","56"
"7","121","-1","3"
"7","122","-1","15"
"7","123","-1","56"
"7","124","-1","28"
"7","125","-1","56"
"7","126","-1","57"
"7","127","-1","58"
"7","128","-1","15"
"7","129","-1","3"
"7","130","-1","56"
"7","131","-1","20"
"7","132","-1","28"
"7","133","-1","15"
"7","134","-1","56"
"7","135","-1","57"
"7","136","-1","15"
"7","137","-1","56"
"7","138","-1","61"
"7","139","-1","56"
"7","140","-1","57"
"7","141","0","56"
"7","142","-1","15"
"7","143","-1","57"
"7","144","-1","15"
"7","145","-1","61"
"7","146","-1","15"
"7","147","-1","15"
"7","148","-1","15"
"7","149","-1","15"
"7","150","-1","3"
"7","151","1","20"
"7","152","-1","56"
"7","153","-1","3"
"7","154","-1","56"
"7","155","-1","15"
"7","156","-1","61"
"7","157","-1","21"
"7","158","-1","57"
"7","159","-1","58"
"7","160","-1","20"
"7","161","-1","56"
"7","162","-1","56"
"7","163","-1","58"
"7","164","-1","56"
"7","165","-1","57"
"7","166","-1","58"
"7","167","-1","56"
"7","168","-1","15"
"7","169","-1","15"
"7","170","-1","15"
"7","171","-1","56"
"7","172","-1","15"
"7","173","-1","56"
"7","174","-1","15"
"7","175","-1","3"
"7","176","-1","56"
"7","177","-1","61"
"7","178","-1","56"
"7","179","-1","58"
"7","180","-1","58"
"7","181","-1","15"
"7","182","-1","15"
"7","183","-1","15"
"7","184","-1","3"
"7","185","-1","56"
"7","186","-1","56"
"7","187","-1","20"
"7","188","-1","58"
"7","189","-1","15"
"7","190","-1","15"
"7","191","-1","56"
"7","192","-1","57"
"7","193","-1","58"
"7","194","-1","56"
"7","195","0","15"
"7","196","-1","28"
"7","197","-1","15"
"7","198","-1","3"
"7","199","-1","56"
"7","200","-1","58"
"7","201","-1","15"
"7","202","-1","21"
"7","203","-1","21"
"7","204","-1","21"
"7","205","-1","21"
"7","207","-1","61"
"7","209","-1","21"
"8","2","-1","21"
"8","3","-1","15"
"8","4","-1","56"
"8","5","-1","3"
"8","6","-1","3"
"8","7","1","15"
"8","9","1","56"
"8","10","-1","3"
"8","11","-1","15"
"8","12","-1","21"
"8","13","-1","3"
"8","14","-1","56"
"8","15","-1","15"
"8","16","-1","56"
"8","17","-1","15"
"8","18","-1","57"
"8","19","-1","15"
"8","20","-1","61"
"8","21","-1","3"
"8","22","-1","58"
"8","23","-1","56"
"8","24","-1","15"
"8","25","-1","21"
"8","26","-1","20"
"8","27","-1","61"
"8","28","-1","15"
"8","29","-1","15"
"8","30","-1","56"
"8","31","-1","15"
"8","32","-1","21"
"8","33","-1","21"
"8","34","-1","15"
"8","35","-1","3"
"8","36","-1","56"
"8","37","-1","20"
"8","38","-1","21"
"8","39","-1","61"
"8","40","-1","56"
"8","41","-1","15"
"8","42","-1","58"
