resource_id,url
6624,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/405dd30666ed835241fc0b283659bf6f.png
11018,http://rsif.royalsocietypublishing.org/content/royinterface/4/15/707/F1.medium.gif
3448,http://jalammar.github.io/images/NNs_formula_ex.png
7172,http://www.kdnuggets.com/wp-content/uploads/wittenauer-3.png
1958,http://snap.stanford.edu/node2vec/walk.png
6852,http://www.kdnuggets.com/wp-content/uploads/Linearreg1-300x150.gif
4644,http://www.ling.helsinki.fi/~koskenni/esslli-2001-karttunen/img7.gif
2891,http://colah.github.io/posts/2014-10-Visualizing-MNIST/img/mnist_pca/MNIST-PCA1.png
3532,http://adventuresinmachinelearning.com/wp-content/uploads/2017/03/Simple-graph-example-260x300.png
2303,http://brohrer.github.io/images/cnn9.png
3612,http://www.topbots.com/wp-content/uploads/2017/06/lstm8_code_spacestabs.png
2240,http://pythonprogramming.net/static/images/svm/machineLearning.png
4424,http://ataspinar.com/wp-content/uploads/2017/08/cifar10_test_score-1.png
4183,http://blog.vivekpanyam.com/content/images/2017/07/human_level_games.png
4177,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/14655de899b6c328b8a914ce368e1a23.png
3725,http://blog.openai.com/content/images/2017/02/gen_models_anim_2.gif
3395,http://textminingonline.com/wp-content/uploads/2017/03/abraham_word2vec.png
2444,http://www.kdnuggets.com/wp-content/uploads/nikhil-eq4.png
3820,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/7df6fe52f03a79f5d43aa7c581e741a4.png
3074,http://adventuresinmachinelearning.com/wp-content/uploads/2017/07/Word2Vec-softmax-80x60.jpg
6884,http://aiplaybook.a16z.com/images/andrewNg.png
7015,http://fastml.com/images/deep_learning_diagrams/db-lstm2.png
4158,http://www.tensorflow.org/versions/master/images/seq2seq/attention_equation_0.jpg
2257,http://www.johnwittenauer.net/content/images/2015/11/lv-1.png
2892,http://blog.dbrgn.ch/images/2013/3/26/error_plot.png
6623,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/cef2e548be6d8e876a1b60727a93f3c8.png
6624,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/5f8d7df0240a4f7c2d1711c310fab896.png
7001,http://building-babylon.net/wp-content/uploads/2016/05/11-05-2016-5-56-pm2-5.jpg
2551,http://colah.github.io/images/post-covers/DataList.png
3213,http://www-bcf.usc.edu/~gareth/ISL/MOOC.jpg
6812,http://jhui.github.io/assets/tensorboard/name_space.png
2240,http://pythonprogramming.net/static/images/machine-learning-support-vector-machine-linear-svc-example-with-python-and-sklearn.png
3532,http://adventuresinmachinelearning.com/wp-content/uploads/2017/03/TensorFlow-data-flow-graph.gif
2602,http://www.analyticsvidhya.com/blog/wp-content/uploads/2014/07/python_IDLE.png
2178,http://www.wildml.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-30-at-1.51.19-PM-1024x448.png
2780,http://blog.paralleldots.com/wp-content/uploads/2017/03/link-2.jpg
4595,http://r2rt.com/static/images/DEE_output_45_0.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/encode-2bit.png
3231,http://matrices.io/content/images/2017/03/DW3-DIMENSIONS-STEP2.png
3744,http://blog.otoro.net/assets/20160401/png/generator_example.png
2278,http://www.visualqa.org/static/img/paper_vqa2.jpg
3132,http://psisolver.org/img/sveq2joint.png
2454,http://deeplearning.net/tutorial/_images/math/55b43defc5994f5f6f1a84be5266083e1201a623.png
4389,http://cpury.github.io/assets/images/math_figure_5.png
7015,http://fastml.com/images/deep_learning_diagrams/zoo_elm_200.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/DogWordFreq.png
2295,http://colah.github.io/posts/2014-07-Understanding-Convolutions/img/Conv-9-Conv2-XY-W.png
6114,http://www.pyimagesearch.com/wp-content/uploads/2016/06/convolutions_opencv_sharpen.jpg
3406,http://nb.bianp.net/static/thumb_nb/5693.png
4096,http://sigmoidal.io/content/images/2017/08/word2vec_pca_paper_example-1-fs8.png
2552,http://colah.github.io/posts/2015-01-Visualizing-Representations/img/wiki-pics-both.png
6901,http://www.learnopencv.com/wp-content/uploads/2017/10/mlp-mnist-schematic.jpg
2836,http://deeplearning4j.org/img/KL_divergence_RBM.png
3653,http://www.neuraldesigner.com/images/blog/principal_components_diagram_activity.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/encode.png
2736,http://cs231n.github.io/assets/eg/spiral_raw.png
4160,http://www.tensorflow.org/images/cifar_lr_decay.png
3664,http://bair.berkeley.edu/blog/assets/nmns/exploded.jpg
1836,http://www.wildml.com/wp-content/uploads/2015/09/bidirectional-rnn-300x196.png
2794,http://www.socher.org/uploads/Main/fig1RAE_NIPS.png
6627,http://ml-cheatsheet.readthedocs.io/en/latest/_images/linear_regression_line_3.png
3257,http://adventuresinmachinelearning.com/wp-content/uploads/2017/03/MBGD-vs-the-rest-300x205.png
3033,http://sebastianraschka.com/images/blog/2014/linear-discriminant-analysis/2014-08-03-linear_discriminant_analysis_157_0.png
3839,http://pavel.surmenok.com/wp-content/uploads/2016/10/TextSum-cnn-train.png
3796,http://junyanz.github.io/CycleGAN/images/objects.jpg
4597,http://rajpurkar.github.io/mlx/qa-and-squad/lexical-variation-knowledge.png
4644,http://www.ling.helsinki.fi/~koskenni/esslli-2001-karttunen/img2.gif
1977,http://deeplearning4j.org/img/recurrent_equation.png
2422,http://www.kdnuggets.com/wp-content/uploads/gradient-descent-step.jpg
4595,http://r2rt.com/static/images/DEE_output_70_0.png
7009,http://einstein.ai/static/images/pages/research/non-autoregressive-neural-machine-translation/fertility-example.png
4143,http://deeplearning.net/tutorial/_images/cnn_explained.png
4243,http://bair.berkeley.edu/blog/assets/maml/maml.png
3031,http://seaborn.pydata.org/_static/horizontal_boxplot_thumb.png
11018,http://rsif.royalsocietypublishing.org/sites/default/files/highwire/royinterface/4/15/707/embed/graphic-4.gif
4176,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/58609bacadb952a79f69f3e72ba0ac13.png
2823,http://press.liacs.nl/mirflickr/toptags.png
2707,http://www.asimovinstitute.org/wp-content/uploads/2016/09/ff.png
2554,http://colah.github.io/posts/2014-12-Groups-Convolution/img/sqF-cayley-factor.png
6004,http://karpathy.github.io/assets/rl/nondiff2.png
7021,http://www.learnopencv.com/wp-content/uploads/2016/11/image-classification-pipeline-1024x372.jpg
2300,http://www.kdnuggets.com/wp-content/uploads/vision-grey-square.jpg
5396,http://elitedatascience.com/wp-content/uploads/2017/04/seaborn-swarm-plot-example.png
2455,http://karpathy.github.io/assets/selfie/grid_render_best.jpg
7015,http://fastml.com/images/deep_learning_diagrams/google_neural_machine_translation_system.jpg
2780,http://blog.paralleldots.com/wp-content/uploads/2017/03/link-11.png
3796,http://junyanz.github.io/CycleGAN/images/painting2photo.jpg
4183,http://blog.vivekpanyam.com/content/images/2017/07/graph_5.png
2895,http://cloud.google.com/blog/big-data/2017/01/images/148476120123151/deep-learning-with-tensorflow-8.png
3898,http://cs231n.github.io/assets/cloud-dashboard-screen.png
3379,http://rubenfiszel.github.io/posts/rl4j/slowed.gif
3456,http://www.offconvex.org/assets/bimatrix.png
3337,http://mccormickml.com/assets/Reuters_LSA_comp0_top10terms.png
1898,http://sentiment.christopherpotts.net/figures/scalars-pos-ep.png
6627,http://ml-cheatsheet.readthedocs.io/en/latest/_images/multiple_regression_error_history.png
3824,http://pytorch.org/tutorials/_images/sphx_glr_seq2seq_translation_tutorial_006.png
1898,http://sentiment.christopherpotts.net/figures/scalars-neg-ep.png
2834,http://ufldl.stanford.edu/tutorial/images/Network331.png
6822,http://codelabs.developers.google.com/codelabs/cloud-tensorflow-mnist/img/11cbc822729a7cb4.png
2477,http://www.johnwittenauer.net/content/images/2016/07/ex7-3.png
6422,http://sigmoidal.io/content/images/2017/08/1-0nhDt5jrCOR10a6ZkcnU_Q-fs8.png
6107,http://www.pyimagesearch.com/wp-content/uploads/2017/03/imagenet_vgg16_soccer_ball.jpg
6114,http://www.pyimagesearch.com/wp-content/uploads/2016/06/convolutions_kernel_sliding.jpg
2307,http://www.wildml.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-10-at-10.13.50-AM1-1024x525.png
4232,http://blog.openai.com/content/images/2017/03/env-streams-1-db0b311bf3c878dc1fd16fd222f466753c3911b031a3baecba9ae37d3fca9b1a.png
6884,http://aiplaybook.a16z.com/images/nn_example-624x218.png
4642,http://sigmoidal.io/content/images/2017/09/4.jpg
6956,http://blog.otoro.net/assets/20171031/rastrigin/pepg.gif
6623,http://betterexplained.com/wp-content/uploads/derivatives/simplefunction.png
4597,http://rajpurkar.github.io/mlx/qa-and-squad/features-lexicalized-2.png
1977,http://deeplearning4j.org/img/greff_lstm_diagram.png
1747,http://deeplearning.net/software/theano/_images/logistic.png
3535,http://iamtrask.github.io/img/sgd_optimal.png
6626,http://nikhilbuduma.com/img/quadraticerror3d.png
6652,http://chris-chris.ai/img/lstm1/lstm3.png
6111,http://www.pyimagesearch.com/wp-content/uploads/2016/08/simple_neural_network_accuracy.jpg
3653,http://www.neuraldesigner.com/images/blog/principal_components_covariance_matrix.png
2891,http://colah.github.io/posts/2014-10-Visualizing-MNIST/img/mnist_pca/MNIST-p1815-3.png
7004,http://blog.ycombinator.com/wp-content/uploads/2017/11/face-grid.png
2295,http://colah.github.io/posts/2014-07-Understanding-Convolutions/img/ProbConv-Reverse.png
3898,http://cs231n.github.io/assets/cloud-for-free.png
3586,http://magenta.tensorflow.org/assets/rl_tuner/note_rnn_model.png
2178,http://www.wildml.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-30-at-1.16.08-PM-235x300.png
3612,http://www.topbots.com/wp-content/uploads/2017/06/exploring_LSTM_800px_web.png
3137,http://codelabs.developers.google.com/codelabs/tensorflow-for-poets/img/bc758910e1c6eee7.png
3535,http://iamtrask.github.io/img/sigmoid-deriv-2.png
2307,http://www.wildml.com/wp-content/uploads/2015/12/Screen-Shot-2015-12-10-at-10.22.29-AM-1024x523.png
4449,http://lamda.nju.edu.cn/weixs/project/CNNTricks/eqs/4196616167090173439-130.png
5821,http://machinelearningblogs.com/wp-content/uploads/2017/06/Introduction-to-Tensorflow-1-300x169.png
6653,http://dzone.com/storage/temp/6890348-narative-science.jpg
2235,http://www.kdnuggets.com/wp-content/uploads/scikit-learn.jpg
7015,http://fastml.com/images/deep_learning_diagrams/recurrent_model_of_visual_attention.jpg
2707,http://www.asimovinstitute.org/wp-content/uploads/2016/09/rbm.png
5918,http://datasets.maluuba.com/static/datasets-website/images/figureqa/bbox/resized/hbar/0.jpg
4709,http://yerevann.github.io/public/2016-09-09/armenian-unicode.jpg
2386,http://www.kdnuggets.com/wp-content/uploads/python-top20-2016-comparison.png
11018,http://rsif.royalsocietypublishing.org/sites/default/files/highwire/royinterface/4/15/707/embed/graphic-2.gif
1966,http://colah.github.io/posts/2015-08-Understanding-LSTMs/img/RNN-longtermdependencies.png
3611,http://www.topbots.com/wp-content/uploads/2017/06/lstm24_copy_neuron20_cellstate.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/OldCode.png
2889,http://natureofcode.com/book/imgs/pdf.png
3158,http://ml.berkeley.edu/blog/assets/tutorials/2/image_9.png
4718,http://colinraffel.com/blog/images/residency/hard_alignments.png
2476,http://www.johnwittenauer.net/content/images/2016/06/ex6-3.png
4158,http://www.tensorflow.org/versions/master/images/seq2seq/attention_equation_1.jpg
4644,http://www.ling.helsinki.fi/~koskenni/esslli-2001-karttunen/img8.gif
6589,http://averdones.github.io/images/tensorflow-object-detection-star-wars/result_1.gif
3256,http://adventuresinmachinelearning.com/wp-content/uploads/2017/03/sigmoid-300x210.png
2713,http://www.cl.cam.ac.uk/~fh295/Screenshot1.png
3448,http://jalammar.github.io/images/softmax-regression-scalargraph.png
6652,http://chris-chris.ai/img/lstm1/lstm1.png
4595,http://r2rt.com/static/images/DEE_output_20_0.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/code-auction-eps.png
6506,http://betterexplained.com/wp-content/uploads/2012/12/Fourier_Toy-300x126.png
4410,http://bair.berkeley.edu/blog/assets/novel_image_captioning/image_0.png
2669,http://www.kdnuggets.com/wp-content/uploads/clusters.jpg
3448,http://jalammar.github.io/images/simple_NN_1.png
4176,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/1d1896e97628838d58c276a52c1bf823.png
6822,http://codelabs.developers.google.com/codelabs/cloud-tensorflow-mnist/img/e5d46c389470df62.png
3625,http://www.topbots.com/wp-content/uploads/2017/06/nnarch15_entryflow.jpg
3113,http://deeplearning.net/software/theano/_images/math/14391394e9664fcabf0cf94d260dbf0126265441.png
3535,http://iamtrask.github.io/img/recurrence_gif.gif
5921,http://developers.google.com/machine-learning/glossary/images/decision_boundary.png
6422,http://sigmoidal.io/content/images/2017/08/1-3O5pvKZ95nzJsSYamsfDLA-fs8-1.png
3231,http://matrices.io/content/images/2017/02/DW3-DIMENSIONS-STEP3.png
4424,http://ataspinar.com/wp-content/uploads/2017/07/tensorflow_model-1.png
6737,http://www.learnopencv.com/wp-content/uploads/2017/10/neuron-diagram.jpg
2556,http://colah.github.io/posts/2015-02-DataList-Illustrated/img/scanl1.png
3533,http://adventuresinmachinelearning.com/wp-content/uploads/2017/04/Typical_cnn-678x320.png
6896,http://mnemstudio.org/ai/path/images/map2a.gif
3158,http://ml.berkeley.edu/blog/assets/tutorials/2/image_6.png
7004,http://blog.ycombinator.com/wp-content/uploads/2017/11/car.png
4709,http://yerevann.github.io/public/2016-09-09/bilstm-network.png
2550,http://colah.github.io/posts/2014-03-NN-Manifolds-Topology/img/spiral.1-2.2-2-2-2-2-2.gif
4591,http://datarepository.wolframcloud.com/resources/images/011/011954ec-59d9-4082-9959-b80502ad40f6-io-2-o.en.gif
2602,http://www.analyticsvidhya.com/blog/wp-content/uploads/2014/07/python_strings.png
1966,http://colah.github.io/posts/2015-08-Understanding-LSTMs/img/LSTM3-focus-C.png
5921,http://developers.google.com/machine-learning/glossary/images/nonconvex_function.png
2895,http://cloud.google.com/blog/big-data/2017/01/images/148476120123151/deep-learning-with-tensorflow-6.png
1966,http://colah.github.io/posts/2015-08-Understanding-LSTMs/img/LSTM3-focus-i.png
6103,http://www.pyimagesearch.com/wp-content/uploads/2017/09/dl4cv_macos_cmake_python_numpy.png
1738,http://www.cs.cmu.edu/~christos/TALKS/09-KDD-tutorial/tut_files/meshosc.gif
4143,http://deeplearning.net/tutorial/_images/mylenet.png
3379,http://rubenfiszel.github.io/posts/rl4j/scoregraph.png
6737,http://www.learnopencv.com/wp-content/ql-cache/quicklatex.com-25fb00e1be31bb8dba5e319c5ee315e4_l3.png
6506,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/45c088dbb767150fc0bacfeb49dd49e5.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/code-derivs.png
2295,http://colah.github.io/posts/2014-07-Understanding-Convolutions/img/Conv2-5x5-Conv2-XY.png
4407,http://bokeh.pydata.org/en/latest/_images/image_rgba_t.png
3406,http://nb.bianp.net/static/thumb_nb/5694.png
3839,http://pavel.surmenok.com/wp-content/uploads/2016/10/TextSum-toy-train.png
6589,http://averdones.github.io/images/tensorflow-object-detection-star-wars/test_image_5.png
3406,http://nb.bianp.net/static/thumb_nb/5673.png
6822,http://codelabs.developers.google.com/codelabs/cloud-tensorflow-mnist/img/e102f513bec53e08.png
6626,http://nikhilbuduma.com/img/neuralnetexample.png
2295,http://colah.github.io/posts/2014-07-Understanding-Convolutions/img/ProbConv-OnePath.png
6885,http://aiplaybook.a16z.com/images/sequences.png
3611,http://www.topbots.com/wp-content/uploads/2017/06/lstm22_copy_neuron5.png
2926,http://blog.sourced.tech/post/lapjv/sklearn.png
3612,http://www.topbots.com/wp-content/ql-cache/quicklatex.com-0e3613c97161ad6c74b8997de65cc8b8_l3.png
3611,http://www.topbots.com/wp-content/uploads/2017/06/lstm15_counterLSTM_neuron2.png
4091,http://cs231n.github.io/assets/ipython-tutorial/save-notebook.png
2455,http://karpathy.github.io/assets/selfie/crops1.jpg
1844,http://colah.github.io/posts/2014-07-NLP-RNNs-Representations/img/Bottou-Afold.png
3768,http://www.kdnuggets.com/wp-content/uploads/convnets-fig1.jpg
3611,http://www.topbots.com/wp-content/uploads/2017/06/lstm18_newcandidatememory.png
3452,http://p.migdal.pl/imgs/2017-01-06/word2viz-queen.png
4176,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/960f6c74934c4c705067d0be049b5ee9.png
2418,http://www.kdnuggets.com/wp-content/uploads/curse-of-dimensionality1.jpg
6872,http://people.duke.edu/~ccc14/sta-663/_images/MCMC_31_0.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/halfbit-ab-idealcode.png
4385,http://bair.berkeley.edu/blog/assets/mh_test/gaussian_logistic_cdf.png
3824,http://pytorch.org/tutorials/_images/sphx_glr_seq2seq_translation_tutorial_005.png
6822,http://codelabs.developers.google.com/codelabs/cloud-tensorflow-mnist/img/9a204ebcd25ed434.png
4091,http://cs231n.github.io/assets/ipython-tutorial/notebook-3.png
2707,http://www.asimovinstitute.org/wp-content/uploads/2016/09/mc.png
6114,http://www.pyimagesearch.com/wp-content/uploads/2016/06/convolutions_example_02.png
4047,http://yerevann.github.io/public/2017-06-27/t-ծ-concat.png
2154,http://deeplearning4j.org/img/two_vectors.png
2874,http://www.socher.org/uploads/Main/PP_NP.png
6872,http://people.duke.edu/~ccc14/sta-663/_images/MCMC_28_1.png
6737,http://www.learnopencv.com/wp-content/ql-cache/quicklatex.com-206fd95e028a0979d718a50209c266d0_l3.png
2556,http://colah.github.io/posts/2015-02-DataList-Illustrated/img/mapAccumL.png
2891,http://colah.github.io/posts/2014-10-Visualizing-MNIST/img/mnist_pca/MNIST-PCA1-3.png
2619,http://www.akbarian.org/notes/img/vsm.png
1977,http://deeplearning4j.org/img/gates_lstm.png
2525,http://bamos.github.io/data/2016-08-09/normal-pdf.png
6506,http://betterexplained.com/wp-content/uploads/images/circular-path-parameters-20121201-203317.png
3448,http://jalammar.github.io/images/NNs_2_variables.png
5918,http://datasets.maluuba.com/static/datasets-website/images/figureqa/bbox/resized/vbar/0.jpg
3552,http://rylanschaeffer.github.io/content/research/one_shot_learning_with_memory_augmented_nn/mann_five_char_label_results.png
6628,http://ml-cheatsheet.readthedocs.io/en/latest/_images/logistic_cost_function_vectorized.png
6959,http://www.learnopencv.com/wp-content/uploads/2017/10/overfitting-linear-data.png
4429,http://www.rethinkdb.com/assets/images/landing/features/1.png
4183,http://blog.vivekpanyam.com/content/images/2017/07/Linear-Perceptron--1-.png
3779,http://p.migdal.pl/imgs/2017-04-30-learning-deep-learning/linear_random_forest_deep_learning_higgs_szilard.png
5394,http://elitedatascience.com/wp-content/uploads/2017/05/ga-natural-selection.png
2596,http://blog.webkid.io/content/images/old/datasets-for-machine-learning/cifar10.png
2821,http://colinmorris.github.io/assets/rbm/zohnsmith.png
1966,http://colah.github.io/posts/2015-08-Understanding-LSTMs/img/LSTM3-focus-o.png
2455,http://karpathy.github.io/assets/selfie/celebs_grid_render.jpg
4183,http://blog.vivekpanyam.com/content/images/2017/07/style_transfer.jpg
6822,http://codelabs.developers.google.com/codelabs/cloud-tensorflow-mnist/img/e0a267f42349d949.png
5396,http://elitedatascience.com/wp-content/uploads/2017/04/pokemon-stats-df-head.png
3625,http://www.topbots.com/wp-content/uploads/2017/06/nnarch9_concat3.jpg
2619,http://www.akbarian.org/notes/img/TF.png
3664,http://bair.berkeley.edu/blog/assets/nmns/tying.jpg
2294,http://cs.stanford.edu/people/karpathy/convnetjs/regression.png
5378,http://www.learndatasci.com/wp-content/uploads/2017/02/clustering-score-evaluation.png
6378,http://www.isi.edu/~lerman/downloads/flickr/mushrooms_tree.jpg
2410,http://www.kdnuggets.com/wp-content/uploads/sigmoid.gif
7015,http://fastml.com/images/deep_learning_diagrams/entm.jpg
6573,http://www.nltk.org/images/quant-ambig.png
3113,http://deeplearning.net/software/theano/_images/full_padding_no_strides_transposed.gif
4400,http://christopher5106.github.io/img/caffenet_model.png
6907,http://www.inference.vc/content/images/2017/10/Screen-Shot-2017-10-04-at-8.39.38-AM.png
2835,http://deeplearning.net/tutorial/_images/math/2d3bf3ec06268c6b7ccb8460f821fae9144eab0a.png
3113,http://deeplearning.net/software/theano/_images/math/9db376281cd8aff7c0f255e18e0661cc77dfaec7.png
6107,http://www.pyimagesearch.com/wp-content/uploads/2017/03/imagenet_xception_flow.png
6759,http://ruder.io/content/images/2016/10/mikolov_et_al_linear_relationship.png
3231,http://matrices.io/content/images/2017/01/DNN-S7-1.png
2554,http://colah.github.io/posts/2014-12-Groups-Convolution/img/card-conv-steps.png
3406,http://nb.bianp.net/static/thumb_nb/5690.png
4710,http://developer.apple.com/machine-learning/images/machine-learning-04.png
1844,http://colah.github.io/posts/2014-07-NLP-RNNs-Representations/img/flowchart-TranfserLearning2.png
2707,http://www.asimovinstitute.org/wp-content/uploads/2016/09/dn.png
4591,http://datarepository.wolframcloud.com/resources/images/011/011954ec-59d9-4082-9959-b80502ad40f6-io-4-o.en.gif
1935,http://www.kdnuggets.com/wp-content/uploads/computer-vision-fields.png
2835,http://deeplearning.net/tutorial/_images/math/3a2ec7130d5aa71ae7ad94bcfdc805d1c06e1d4b.png
2552,http://colah.github.io/posts/2015-01-Visualizing-Representations/img/Cho-TimePhrase-TSNE.png
2734,http://work.caltech.edu/images1/tradeoff.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/HxCy-sep.png
2926,http://blog.sourced.tech/post/lapjv/mnist_tsne.png
7145,http://machinelearning.apple.com/images/journals/face-detection/face-detection-workflow.png
2556,http://colah.github.io/posts/2015-02-DataList-Illustrated/img/scanr1.png
3820,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/b6326fd70b2a885f537f6d96a1802b9d.png
6872,http://people.duke.edu/~ccc14/sta-663/_images/MCMC_7_0.png
6573,http://www.nltk.org/images/mimo-and-bruno.png
2295,http://colah.github.io/posts/2014-07-Understanding-Convolutions/img/ProbConv-TwoDim.png
4097,http://sigmoidal.io/content/images/2017/08/attention_seq2seq-fs8.png
2874,http://www.socher.org/uploads/Main/ADJP_NP.png
3898,http://cs231n.github.io/assets/cloud-networking-firewall-rule.png
7015,http://fastml.com/images/deep_learning_diagrams/dntm.jpg
3739,http://www.kdnuggets.com/wp-content/uploads/hist-dist-scores-stats.jpg
4424,http://ataspinar.com/wp-content/uploads/2017/07/alexnet_architecture.png
4642,http://sigmoidal.io/content/images/2017/09/7-fs8.png
6894,http://deeplearning4j.org/img/simple_RL_schema.png
3257,http://adventuresinmachinelearning.com/wp-content/uploads/2017/03/Noisy-SGD-2-300x193.png
2557,http://colah.github.io/posts/2015-09-Visual-Information/img/halfbit-ab-code.png
2413,http://www.kdnuggets.com/wp-content/uploads/iris-dataset-table.jpg
2295,http://colah.github.io/posts/2014-07-Understanding-Convolutions/img/ProbConv-BackProb.png
6959,http://www.learnopencv.com/wp-content/uploads/2017/10/circular-output.png
2926,http://blog.sourced.tech/post/lapjv/histogram.png
6378,http://www.isi.edu/~lerman/downloads/flickr/mushroom_sets.jpg
6737,http://www.learnopencv.com/wp-content/uploads/2017/10/relu-activation-function-1.png
2367,http://deeplearning.net/tutorial/_images/math/d9894c56ddac28b00fba2aeb21d2019747bf1a5b.png
3586,http://magenta.tensorflow.org/assets/rl_tuner/rewards_note_rnn.png
4177,http://betterexplained.com/wp-content/plugins/wp-latexrender/pictures/b06cbba74b039b96356aa6e510e79de5.png
3552,http://rylanschaeffer.github.io/content/research/one_shot_learning_with_memory_augmented_nn/mann_five_label_results.png
4047,http://yerevann.github.io/public/2017-06-27/t-թ.png
1966,http://colah.github.io/images/post-covers/attention.png
2891,http://colah.github.io/posts/2014-10-Visualizing-MNIST/img/tsne-localmin-1.png
4378,http://ml.berkeley.edu/blog/assets/tutorials/4/earthquake-overfit.png
3256,http://adventuresinmachinelearning.com/wp-content/uploads/2017/03/Simple-node-with-bias-300x126.png
6956,http://blog.otoro.net/assets/20171031/rastrigin/simplega.gif
6737,http://www.learnopencv.com/wp-content/uploads/2017/10/relu-derivative.png
3456,http://www.offconvex.org/assets/decomposition2.png
6608,http://visualgenome.org/static/images/front-page/interconnected_images.png
3233,http://introtodeeplearning.com/images/mit-nn.png
4285,http://mli.github.io/cvpr17/gluon.png
